sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
413_Teno_5921_2001	-0.0129	-0.0134	-0.0092	-0.0013	0.0049	0.0022	-0.0038	-0.0082	0.0021	0.0005
414_Teno_5924_2001	-0.0104	-0.0124	0.0041	0.0223	-0.0058	0.0049	0.0078	-0.0031	-0.0002	-0.0004
415_Teno_5926_2001	-0.0128	-0.0036	-0.0074	-0.0142	-0.0028	-0.0053	0.008	0.0014	-0.0004	-0.0021
416_Teno_5927_2001	-0.0144	-0.0087	0.0023	0.0175	0.0152	0.0058	-0.0044	0.0112	-0.0002	0.0207
417_Teno_5931_2001	-0.0149	-0.0187	-0.0107	0.014	0.0169	-0.0087	0.016	-0.0028	-0.0039	-0.0057
418_Teno_5933_2001	-0.0066	-0.016	0.004	-0.0021	-0.0223	-0.0002	0.0204	0.0135	-0.0018	0.0034
419_Teno_5934_2001	-0.0157	-0.0099	0.0005	-0.0371	0.0098	0.0012	-0.0005	0.0075	0.0018	-0.0016
420_Teno_5937_2001	-0.0065	-0.0129	-0.0049	-0.0206	0.0012	-0.0106	-0.0011	0.0047	-0.0012	0.0001
421_Teno_5939_2001	-0.009	-0.0172	-0.0047	0.0154	0.0062	0.0032	-0.0047	0.0001	0.0017	-0.0022
422_Teno_5943_2001	-0.012	-0.0091	0.0058	-0.005	-0.0026	0.0054	-0.001	-0.0048	-0.0014	0.0042
423_Teno_5944_2001	-0.0112	-0.0141	-0.0042	0.0083	-0.0029	0.006	0.0126	-0.0036	0.0051	-0.0043
424_Teno_5945_2001	-0.0126	-0.0082	-0.0109	0.0054	0.0019	-0.0008	-0.0001	0.0056	-0.0013	0.0025
425_Teno_5948_2001	-0.0141	-0.0154	-0.0005	0.0167	-0.0057	-0.0028	-0.0018	-0.0053	-0.0028	0.0008
426_Teno_5952_2001	-0.0133	-0.0182	0.0009	-0.0094	0.031	-0.0143	0.0109	0.0229	-0.0013	-0.0049
427_Teno_5953_2001	-0.0093	-0.0081	0.0002	-0.013	0.0003	0.0041	-0.0011	-0.0017	0.0007	-0.0061
428_Teno_5956_2001	-0.0061	-0.01	-0.0017	-0.0045	-0.0157	-0.0026	0.0095	0.0098	-0.0045	0.0028
429_Teno_5957_2001	-0.0089	-0.0129	-0.0063	0.0092	0.0126	0.0	-0.0049	0.0034	-0.0	0.0012
430_Teno_5958_2001	-0.011	-0.0148	-0.004	0.0178	0.0059	0.0057	0.0082	-0.0017	0.0007	-0.0024
431_Teno_5959_2001	-0.0149	-0.0136	0.0045	0.0059	-0.0015	0.0031	-0.006	0.0009	0.0006	-0.0003
432_Teno_5961_2001	-0.0029	-0.0092	0.0029	0.0345	0.0146	-0.0078	0.0002	-0.0049	-0.0025	-0.0011
433_Teno_5965_2001	-0.0078	-0.0089	-0.0097	0.0314	0.0051	-0.0102	-0.002	0.0	-0.0004	-0.0021
434_Teno_5966_2001	-0.0106	-0.0196	-0.0156	0.0272	-0.0004	0.0006	-0.0011	-0.0037	-0.0006	0.0015
435_Teno_5967_2001	-0.0126	-0.0026	-0.006	0.0196	0.021	-0.0078	0.0028	-0.0039	-0.0017	-0.0003
436_Teno_5971_2001	-0.0084	-0.0104	-0.0017	-0.0432	0.0058	-0.0128	-0.0142	0.0052	-0.0085	-0.0114
437_Teno_5974_2001	-0.0111	-0.0192	-0.0008	-0.0326	-0.0057	0.0018	-0.0199	-0.0299	-0.0351	-0.0466
438_Teno_5976_2001	-0.021	-0.0168	-0.0097	-0.0366	-0.0038	0.0014	-0.0181	-0.0003	0.0001	-0.0003
439_Teno_5978_2001	-0.0109	-0.0121	0.0001	-0.0109	0.0272	0.0083	0.0085	0.0002	-0.0021	0.0029
440_Teno_5982_2001	-0.0121	-0.008	-0.0124	0.0207	-0.0022	-0.0143	-0.0004	0.0006	-0.0011	0.0014
441_Teno_5985_2001	-0.0119	-0.0118	-0.0053	-0.032	-0.0032	-0.0	-0.0037	0.0038	-0.0002	-0.0001
442_Teno_5988_2001	-0.013	-0.0075	-0.0023	-0.0131	0.0023	-0.0034	0.0076	0.0067	0.0004	0.0084
443_Teno_5989_2001	-0.0114	-0.014	-0.0021	0.0008	0.0034	-0.0034	0.0041	-0.0109	-0.0058	-0.0033
444_Teno_5990_2001	-0.0158	-0.0201	-0.0076	-0.0333	0.0005	-0.0141	-0.0218	-0.0005	-0.0009	0.0005
445_Teno_5991_2001	-0.0136	-0.011	0.0019	0.0291	0.0117	-0.0092	-0.0044	-0.0013	-0.0007	0.0013
446_Teno_5992_2001	-0.0098	-0.0136	-0.0066	0.0372	0.0059	-0.0035	0.0055	0.0054	0.004	-0.0051
447_Teno_5994_2001	-0.0081	-0.013	-0.0037	0.0244	-0.0028	0.0007	0.0044	-0.0014	0.0006	-0.0009
448_Teno_5997_2001	-0.0062	-0.0088	0.0069	-0.0186	-0.0166	0.0021	0.0015	-0.0038	-0.001	0.0082
449_Teno_6003_2001	-0.0079	-0.0093	0.0017	0.0109	-0.0211	-0.0031	0.0002	-0.0	-0.0006	0.0018
450_Teno_6006_2001	-0.0112	-0.0084	-0.0063	0.0044	0.0078	0.0003	0.0018	0.0042	-0.0049	-0.0314
451_Teno_6007_2001	-0.0112	-0.0127	-0.0061	0.0142	-0.0076	-0.0008	0.0027	0.003	0.0038	0.0041
452_Teno_6012_2001	-0.0116	-0.0091	0.0029	-0.0189	-0.0016	0.005	0.0122	0.0035	-0.0052	-0.0067
453_Teno_6013_2001	-0.0166	-0.0128	-0.0046	0.0213	-0.0001	-0.0012	-0.0031	0.0001	-0.0143	0.0037
454_Teno_6015_2001	-0.0064	-0.0161	-0.0003	0.0265	-0.003	0.0024	-0.0048	0.0041	-0.0004	0.0037
455_Teno_6019_2001	-0.0126	-0.0138	-0.0003	0.0169	0.0185	0.0054	0.0073	0.0046	-0.0237	0.0048
456_Teno_6024_2001	-0.015	-0.0176	-0.0091	0.0149	-0.0009	0.0062	0.0076	-0.0003	0.0004	0.0011
457_Teno_6025_2001	-0.001	-0.0152	0.0005	0.0001	0.0092	-0.0127	0.005	0.0085	0.0071	0.0025
458_Teno_6037_2001	-0.0148	-0.0155	0.0035	-0.0111	-0.007	-0.0088	-0.0026	0.0009	0.0062	0.0019
459_Teno_6058_2001	-0.0082	-0.0169	-0.0039	0.0202	-0.0024	-0.0064	-0.0208	-0.0034	-0.0016	-0.0011
460_Teno_6062_2001	-0.0161	-0.0085	-0.0037	0.023	0.0045	0.004	-0.0111	-0.0014	-0.0001	0.0027
461_Teno_6064_2001	-0.0209	-0.0097	-0.0072	-0.0411	-0.0215	0.0057	-0.0119	-0.0049	0.0005	0.0017
462_Teno_6065_2001	-0.0112	-0.0113	-0.0112	0.0287	0.0081	-0.0001	-0.0025	-0.0025	0.0003	-0.0008
463_Teno_6066_2001	-0.0106	-0.022	-0.0079	0.0225	0.0068	0.0045	0.0002	0.0018	0.0044	-0.0079
464_Teno_6069_2001	-0.0146	-0.0105	-0.0158	0.0355	0.0097	-0.0091	0.0013	-0.0012	0.0008	-0.0003
465_Teno_6074_2001	-0.0064	-0.0112	0.002	0.0027	0.0027	-0.0068	0.0137	-0.0001	-0.0002	0.0043
466_Teno_6076_2001	-0.0099	-0.0083	0.0029	0.0102	0.0093	-0.0103	-0.0017	0.0003	-0.002	-0.0004
467_Teno_6094_2001	-0.0141	-0.0135	0.0085	0.0007	-0.0061	0.0009	0.0023	-0.0064	-0.0106	0.0068
468_Teno_6095_2001	-0.0137	-0.022	-0.0013	-0.031	-0.014	0.0105	-0.0036	0.0027	-0.0003	-0.0002
469_Teno_6096_2001	-0.0143	-0.0152	-0.0087	0.009	-0.0039	-0.0139	0.0078	-0.0008	0.0	0.0
470_Teno_6102_2001	-0.0132	-0.0101	-0.0043	0.0185	0.0199	0.0057	0.0003	-0.0008	0.001	0.0024
471_Teno_6103_2001	-0.0146	-0.0104	-0.0049	0.0121	0.0	0.0086	0.0077	-0.0097	0.0133	-0.0045
472_Teno_6107_2001	-0.0124	-0.012	0.0004	0.0159	0.0128	-0.0038	0.0056	-0.0007	-0.0075	-0.0091
473_Teno_6108_2001	-0.006	-0.0101	-0.0069	0.0079	-0.0138	0.0081	0.0055	-0.0024	-0.0011	-0.0012
474_Teno_6110_2001	-0.011	-0.0121	-0.0063	-0.0359	-0.0226	-0.008	-0.0057	-0.003	0.0006	-0.0031
475_Teno_6129_2001	-0.0129	-0.0098	-0.0069	0.0089	0.0064	-0.0007	0.0062	-0.0057	0.0007	0.0015
476_Teno_6170_2001	-0.0057	-0.0166	-0.0088	-0.017	-0.0068	-0.0111	0.0045	0.0035	-0.0001	-0.0017
477_Teno_6213_2001	-0.007	-0.0061	-0.0153	0.0345	-0.0034	0.0039	0.005	-0.008	0.0011	0.0017
478_Teno_6230_2001	-0.0082	-0.0228	-0.0115	-0.0392	-0.0066	-0.0039	0.0087	-0.0051	-0.0013	-0.0021
479_Teno_6282_2001	-0.0176	-0.0123	-0.0048	-0.0415	0.0173	0.0079	-0.009	0.0003	-0.0025	0.0003
480_Teno_6283_2001	-0.0092	-0.0092	-0.0081	0.0227	-0.0026	-0.0021	0.0075	-0.0134	0.001	-0.0024
481_Teno_1996_2002	-0.0035	-0.0143	-0.0034	0.0279	-0.0026	-0.0141	-0.0121	0.0075	-0.0091	-0.0
482_Teno_1999_2002	-0.0072	-0.0106	-0.013	0.0171	0.0073	0.0016	0.0014	-0.0002	-0.0006	-0.0014
483_Teno_2397_2002	-0.0128	-0.0156	-0.0106	-0.0403	-0.02	-0.0031	0.0032	0.0081	-0.0015	0.0034
484_Teno_2448_2002	-0.0062	-0.0159	0.0001	-0.0363	-0.0017	0.0041	0.0069	-0.0048	-0.0246	-0.0252
485_Teno_2548_2002	-0.0071	-0.0163	-0.0085	0.0189	0.002	-0.0074	0.0068	-0.0089	-0.0049	0.0021
486_Teno_2552_2002	-0.0058	-0.0087	-0.0121	-0.0429	0.0001	-0.0066	0.0023	-0.0012	0.0022	-0.0012
487_Teno_2553_2002	-0.0124	-0.0199	-0.0134	0.0163	0.0002	0.0005	-0.0028	-0.0	0.0003	0.0003
488_Teno_2646_2002	-0.0065	-0.0152	0.009	0.0034	0.0133	-0.0043	-0.0018	0.0006	0.0019	0.0014
489_Teno_2647_2002	-0.0077	-0.0094	-0.0017	0.015	0.0094	-0.0004	0.0033	-0.0	-0.0005	0.0019
490_Teno_2649_2002	-0.0105	-0.0099	-0.0132	0.0166	0.0076	0.0052	-0.0043	0.0016	-0.0001	-0.0013
491_Teno_2655_2002	-0.0058	-0.0141	0.0056	0.0372	0.0144	-0.0018	0.0178	0.0702	-0.0145	-0.0202
492_Teno_2656_2002	-0.0116	-0.0087	-0.0093	0.0114	0.0207	-0.0088	0.004	0.0131	0.0057	-0.0
493_Teno_2657_2002	-0.015	-0.0122	0.0016	0.036	-0.0102	0.0202	-0.0075	0.0108	-0.0061	-0.011
494_Teno_2658_2002	-0.0119	-0.0122	-0.0078	0.0145	0.0054	-0.0111	0.0059	-0.0141	-0.0066	0.006
495_Teno_2693_2002	-0.0072	-0.0047	-0.0102	0.0104	-0.0136	0.0024	-0.018	-0.0042	-0.0079	-0.008
496_Teno_2697_2002	-0.0117	-0.0135	-0.0108	0.013	-0.0149	-0.0022	-0.0021	0.0005	-0.0001	0.0001
497_Teno_2702_2002	-0.0109	-0.01	-0.0115	0.0126	0.0104	0.0063	0.0101	-0.0036	-0.0041	0.0011
498_Teno_2703_2002	-0.0105	-0.0122	-0.0142	-0.0307	0.0109	-0.0018	-0.0008	-0.0001	0.0001	0.0036
499_Teno_2704_2002	-0.0125	-0.0124	-0.0125	-0.02	0.0068	-0.0019	-0.0046	-0.0051	0.002	0.0054
500_Teno_2705_2002	-0.0077	-0.0128	-0.0056	0.0017	-0.0046	0.0015	-0.0007	-0.0017	-0.0001	-0.002
501_Teno_2708_2002	-0.0082	-0.0115	-0.0063	0.0313	0.0004	-0.0058	-0.0072	0.0085	0.0016	0.0051
502_Teno_2711_2002	-0.0138	-0.0177	0.0033	0.0081	-0.0043	-0.0029	0.0001	-0.0022	0.0069	-0.0024
503_Teno_2714_2002	-0.0126	-0.0154	0.0044	-0.0412	-0.0129	-0.0004	0.0047	-0.013	0.0051	0.0331
504_Teno_2716_2002	-0.0105	-0.0215	0.0085	-0.004	0.0013	-0.0017	0.0024	0.0069	-0.0006	-0.0008
505_Teno_2718_2002	-0.0062	-0.0114	-0.0095	0.0103	0.0062	-0.0025	0.013	-0.0157	0.0048	-0.0143
506_Teno_2719_2002	-0.0148	-0.0144	-0.0096	0.026	0.0078	0.0076	0.0138	0.0034	0.0014	-0.0016
507_Teno_2723_2002	-0.0154	-0.0104	-0.0121	0.0286	-0.0006	-0.0112	0.0026	-0.0016	-0.0126	-0.006
508_Teno_2742_2002	-0.0139	-0.0123	-0.0017	-0.0148	0.009	-0.001	0.0177	0.0075	-0.0012	0.0007
509_Teno_2744_2002	-0.0128	-0.0137	0.007	0.0029	-0.0022	0.0134	0.0006	0.0114	-0.0146	0.0073
510_Teno_2748_2002	-0.0157	-0.0181	-0.009	-0.0326	0.0136	-0.0147	0.0023	0.0035	-0.0017	0.0021
511_Teno_2928_2002	-0.0148	-0.0155	-0.0014	-0.0127	0.0004	0.0013	0.0054	0.002	-0.0001	0.012
512_Teno_2931_2002	-0.0174	-0.0101	-0.0037	0.0193	-0.002	-0.0058	-0.0024	0.0038	-0.0047	-0.0219
513_Teno_2960_2002	-0.0106	-0.0168	-0.0148	0.0328	0.0163	0.0005	-0.0055	0.0124	-0.0055	0.0016
514_Teno_2973_2002	-0.013	-0.0104	0.0089	-0.0485	-0.0103	-0.0181	-0.001	0.0011	0.0001	-0.0006
515_Teno_2975_2002	-0.0093	-0.0124	-0.0044	0.0035	0.0193	-0.0087	0.0142	0.0106	0.0016	-0.0033
516_Teno_3170_2002	-0.014	-0.014	-0.0162	0.0142	-0.003	-0.0054	0.0047	0.0056	0.0031	-0.0022
517_Teno_3173_2002	-0.009	-0.0126	-0.0125	0.0199	-0.0052	-0.0003	-0.0012	-0.0005	-0.0004	0.0008
518_Teno_3343_2002	-0.0157	-0.0152	-0.0193	0.021	0.009	-0.0013	0.0186	-0.0049	0.0001	0.0039
519_Teno_3434_2002	-0.013	-0.021	0.0003	0.0159	-0.0045	-0.0082	-0.0186	-0.0251	0.0224	0.005
520_Teno_3439_2002	-0.0139	-0.014	-0.0118	0.0196	0.0024	-0.002	-0.001	0.0016	-0.0016	-0.0007
521_Teno_3440_2002	-0.0146	-0.0127	-0.0153	0.0159	-0.0137	0.0064	0.0013	-0.0039	0.0001	-0.0011
522_Teno_3441_2002	-0.017	-0.0143	0.0025	0.0321	-0.0072	-0.0217	-0.0107	0.007	-0.0004	-0.0006
523_Teno_3442_2002	-0.0157	-0.0141	-0.0002	0.0264	0.0099	0.0027	-0.0043	-0.0035	-0.0008	0.0003
524_Teno_3444_2002	-0.0116	-0.016	-0.013	0.0262	0.0136	-0.002	-0.0013	-0.0048	0.0024	-0.0042
525_Teno_3445_2002	-0.0131	-0.0151	-0.0073	0.0189	-0.0046	-0.0045	0.0206	-0.0013	0.0035	-0.0021
526_Teno_3449_2002	-0.007	-0.015	-0.0053	-0.0389	0.0016	0.0015	-0.0072	-0.0039	-0.0028	-0.0044
527_Teno_3451_2002	-0.0147	-0.0152	0.0072	0.0258	-0.0003	-0.0024	-0.0048	-0.0069	0.0009	-0.0041
528_Teno_3453_2002	-0.0153	-0.0151	-0.0083	0.0149	0.0033	0.0048	-0.0046	-0.0003	0.0022	-0.0
529_Teno_3455_2002	-0.0175	-0.0131	-0.0125	0.0261	-0.0013	-0.016	-0.0103	0.0037	0.0088	-0.0006
530_Teno_3457_2002	-0.0089	-0.0064	-0.0081	0.0424	-0.0113	0.0012	-0.0179	-0.0147	0.0235	0.0332
531_Teno_3459_2002	-0.0114	-0.0147	0.0041	-0.0007	-0.0239	0.0013	0.0066	-0.0031	0.0036	-0.0015
532_Teno_3468_2002	-0.0124	-0.0142	0.0008	0.0141	0.0053	0.0077	-0.0056	0.0043	-0.0028	0.0003
533_Teno_3469_2002	-0.0141	-0.0134	-0.005	0.0167	-0.0069	-0.0026	-0.008	-0.0031	-0.0004	0.0009
534_Teno_3470_2002	-0.0093	-0.0114	0.0005	0.0206	0.0148	-0.0107	0.0029	0.0015	-0.0006	0.0009
535_Teno_3471_2002	-0.0105	-0.0108	-0.0106	0.0209	-0.0032	-0.0071	0.0032	-0.0029	-0.0027	-0.0005
536_Teno_3477_2002	-0.01	-0.0106	-0.0019	0.0202	-0.004	-0.0063	-0.0074	-0.0008	-0.0002	-0.0008
537_Teno_3478_2002	-0.0085	-0.0124	-0.005	0.0259	0.0041	-0.0065	-0.0134	0.0122	-0.0015	-0.0007
538_Teno_3479_2002	-0.0084	-0.0132	-0.0054	0.0069	0.0004	-0.0032	0.0028	-0.0008	0.0012	0.001
539_Teno_3480_2002	-0.0131	-0.0103	-0.0067	0.0128	-0.0015	0.0033	0.0004	-0.0013	0.0009	0.0018
540_Teno_3486_2002	-0.0087	-0.0136	-0.0067	0.0284	0.0029	0.0143	0.001	-0.0009	0.0015	-0.0071
541_Teno_3490_2002	-0.0116	-0.0169	-0.0083	0.0293	0.0059	0.0026	0.0002	-0.0074	-0.0002	0.0
542_Teno_3492_2002	-0.0135	-0.0138	0.0022	0.0475	0.0093	-0.0192	-0.01	0.0051	-0.0008	0.001
543_Teno_3493_2002	-0.0122	-0.013	-0.0031	-0.0007	-0.0041	-0.0178	0.0	-0.0001	-0.004	-0.0003
544_Teno_3502_2002	-0.0017	0.0019	0.0024	-0.0046	-0.0037	-0.0018	-0.0034	-0.0006	-0.0016	-0.0059
545_Teno_3506_2002	-0.0109	-0.0158	-0.0108	0.004	0.0082	-0.0043	0.0067	0.0201	-0.0158	0.0051
546_Teno_3508_2002	-0.0132	-0.009	-0.0033	-0.0265	0.0062	-0.0054	-0.0039	0.0044	-0.0026	0.0016
547_Teno_3510_2002	-0.0075	-0.0132	0.0058	0.0277	-0.0066	0.0031	-0.0016	0.002	0.0123	0.004
548_Teno_3511_2002	-0.0157	-0.0124	0.0033	-0.0154	-0.0079	-0.0042	0.0034	0.0001	0.0025	-0.0043
549_Teno_3512_2002	-0.0089	-0.0118	-0.0076	0.0043	0.0051	0.0109	-0.0031	-0.003	-0.0063	0.0027
550_Teno_3520_2002	-0.0113	-0.0148	-0.0042	-0.055	-0.0086	-0.0142	-0.0075	0.0071	0.0033	0.0029
551_Teno_3526_2002	-0.0115	-0.0039	-0.0068	0.0214	-0.0113	0.0006	-0.0016	-0.0003	0.0	-0.006
552_Teno_3528_2002	-0.0129	-0.0116	-0.0014	0.0237	0.0065	-0.0107	0.0029	0.0043	0.0002	-0.0022
553_Teno_3533_2002	-0.009	-0.0098	-0.0092	0.0066	-0.0037	-0.0013	0.0086	0.0041	0.0055	0.0016
554_Teno_3537_2002	-0.0074	-0.0151	-0.0055	0.0237	-0.0199	0.0012	-0.0016	0.0008	-0.0006	-0.0
555_Teno_3538_2002	-0.0114	-0.0128	-0.0053	0.0261	0.0158	-0.0017	0.0009	0.0024	-0.0007	-0.0019
556_Teno_3725_2002	-0.0163	-0.0075	-0.0273	-0.0289	-0.0099	0.0111	-0.0114	0.0024	-0.0026	-0.0011
557_Teno_3732_2002	-0.0109	-0.0164	0.0043	-0.002	-0.0012	0.0061	0.0031	-0.0034	-0.0098	0.0057
558_Teno_3733_2002	-0.0138	-0.01	-0.0098	0.0174	-0.0023	-0.0083	-0.0019	0.0116	0.0302	-0.0192
559_Teno_3734_2002	-0.0146	-0.0127	-0.0017	0.0026	0.0161	0.0076	0.0004	-0.0026	-0.0005	0.0
560_Teno_3739_2002	-0.0114	-0.0108	-0.0213	0.0217	0.0046	-0.0091	0.0133	-0.0006	-0.011	-0.0018
561_Teno_3740_2002	-0.0113	-0.0119	0.002	0.0134	-0.0066	-0.0175	0.0039	-0.0014	0.001	0.002
562_Teno_3741_2002	-0.0141	-0.0121	-0.004	0.0159	0.0107	-0.0083	0.003	-0.0071	0.0049	0.0007
563_Teno_3743_2002	-0.013	-0.0147	0.0015	0.0262	0.0125	-0.0023	0.0174	0.0013	-0.0039	0.0
564_Teno_3747_2002	-0.0081	-0.0138	0.0006	-0.0036	0.0007	-0.0005	-0.0066	-0.0047	0.0003	0.0022
565_Teno_3748_2002	-0.006	-0.0064	-0.0016	-0.0094	0.0084	0.0125	-0.001	-0.003	-0.0035	0.0001
566_Teno_3813_2002	-0.0105	-0.0045	-0.0055	0.0171	-0.0125	0.0076	-0.0044	-0.0058	0.0189	-0.0083
567_Teno_3816_2002	-0.0128	-0.0113	-0.0022	0.0114	-0.019	0.0058	0.001	-0.0033	0.0009	0.0033
568_Teno_3821_2002	-0.0148	-0.0165	0.0004	0.022	-0.0112	0.0032	0.0068	-0.0101	-0.0036	-0.0084
569_Teno_3822_2002	-0.0197	-0.0141	-0.0099	0.0215	0.0104	-0.0016	-0.0134	-0.0028	-0.0011	0.0003
570_Teno_3930_2002	-0.0095	-0.0113	0.0054	0.0112	0.007	0.0112	0.0014	-0.0042	-0.0007	-0.0047
571_Teno_3931_2002	-0.0062	-0.008	-0.0093	0.0073	-0.0042	-0.0032	-0.0008	-0.0103	0.0219	-0.013
572_Teno_3938_2002	-0.0127	-0.0087	-0.0055	0.0231	-0.005	0.0017	-0.001	0.001	0.0023	-0.0045
573_Teno_3941_2002	-0.0161	-0.0115	-0.0096	0.0179	-0.0003	0.0115	0.001	-0.0015	-0.0016	0.0002
574_Teno_3980_2002	-0.0124	-0.0113	0.0001	0.0031	0.0024	0.0	0.0143	-0.008	0.0011	-0.0028
575_Teno_3982_2002	-0.0098	-0.0129	-0.0048	0.0248	-0.0018	-0.0003	-0.0055	-0.0032	-0.0044	0.0004
576_Teno_3984_2002	-0.0139	-0.0146	-0.007	0.016	0.0084	0.0051	-0.0055	-0.0042	-0.002	0.0005
577_Teno_3989_2002	-0.0067	-0.0142	-0.0042	0.0222	0.0101	-0.0001	-0.0221	-0.0044	0.0089	0.0007
578_Teno_3990_2002	-0.0047	-0.0145	-0.0047	0.0194	0.0042	0.0156	0.0061	-0.0027	0.0002	0.0005
579_Teno_3993_2002	-0.0134	-0.0146	-0.0139	0.0242	0.0093	0.0141	0.0008	-0.0113	-0.0033	-0.0041
580_Teno_3994_2002	-0.0065	-0.006	-0.0027	-0.014	0.0019	-0.0043	-0.0069	-0.006	-0.0029	-0.0009
581_Teno_3996_2002	-0.0103	-0.0155	-0.0068	0.0413	0.0064	0.0021	-0.0036	-0.0027	0.0006	-0.0003
582_Teno_4001_2002	-0.0147	-0.0084	-0.0046	0.0267	-0.0027	-0.0117	0.0175	-0.0089	-0.0014	-0.0002
583_Teno_4124_2002	-0.014	-0.0168	-0.0131	-0.0414	-0.0093	0.0001	-0.003	0.0027	-0.0017	-0.0007
584_Teno_4134_2002	-0.0155	-0.0146	-0.0073	0.0202	-0.0142	0.0175	0.0014	-0.0076	-0.0004	-0.0
585_Teno_4135_2002	-0.0172	-0.0159	-0.0217	0.0278	-0.0035	-0.001	0.0036	0.0047	0.0035	-0.0003
586_Teno_4144_2002	-0.0079	-0.0105	-0.0037	0.024	0.0036	-0.006	0.0014	0.0047	0.0	0.0001
587_Teno_4146_2002	-0.0121	-0.0066	-0.0104	0.0092	0.0127	-0.0022	0.0056	0.0021	0.0005	0.0002
588_Teno_4160_2002	-0.0133	-0.0097	-0.0061	0.0217	-0.0045	-0.0076	0.0109	-0.01	-0.0004	-0.0015
589_Teno_4191_2002	-0.0113	-0.012	-0.0135	-0.0108	0.0091	0.0076	0.006	0.0096	0.0002	-0.0006
590_Teno_4233_2002	-0.0058	-0.0114	-0.0059	0.0073	0.005	-0.001	-0.0074	-0.0039	-0.002	-0.0009
591_Teno_4235_2002	-0.0131	-0.0139	-0.0114	-0.0311	0.0063	0.0023	0.0039	-0.0498	-0.0071	0.0074
592_Teno_4236_2002	-0.0082	-0.0103	-0.0071	-0.0402	-0.0117	-0.0016	0.0033	0.0001	-0.0031	-0.0083
593_Teno_4243_2002	-0.0081	-0.0121	0.0085	-0.0392	-0.0095	0.0033	-0.0001	-0.0028	-0.0004	-0.0009
594_Teno_4244_2002	-0.0114	-0.0173	0.003	-0.0078	0.0018	-0.0048	0.0066	0.0444	-0.109	-0.0124
595_Teno_4288_2002	-0.0083	-0.0125	-0.0126	0.014	-0.0024	0.004	0.0036	0.0065	-0.0071	0.0027
596_Teno_4290_2002	-0.0119	-0.0066	-0.0237	0.0058	-0.0051	-0.0033	-0.0023	-0.0016	0.0005	0.0003
597_Teno_4294_2002	-0.007	-0.012	-0.0116	0.0244	-0.0052	-0.0087	0.0008	-0.0134	-0.0017	0.0016
598_Teno_4300_2002	-0.0179	-0.0107	0.0006	0.0066	-0.0022	-0.0044	0.0056	0.0051	0.0001	-0.0026
599_Teno_4313_2002	-0.0121	-0.007	-0.008	0.0084	0.006	-0.0012	0.0032	0.0012	-0.0012	0.0069
600_Teno_4318_2002	-0.0117	-0.0097	0.0008	0.024	0.017	0.0071	0.005	0.0053	0.0028	-0.0006
601_Teno_4337_2002	-0.01	-0.0141	-0.0012	-0.0283	0.0117	-0.0058	-0.0024	0.0038	0.0044	-0.0002
602_Teno_4342_2002	-0.0138	-0.0101	-0.0072	0.0206	0.0168	-0.0049	-0.0121	-0.0026	-0.0001	-0.0015
603_Teno_4367_2002	-0.0106	-0.0085	-0.015	0.0121	0.0088	-0.0077	0.0036	-0.011	-0.0207	-0.0064
604_Teno_4410_2002	-0.0112	-0.0119	-0.0028	0.0338	-0.0073	0.0084	-0.0107	-0.0289	-0.006	0.0026
605_Teno_4417_2002	-0.0091	-0.0128	-0.0036	-0.0436	-0.0063	-0.0016	0.0008	-0.0019	-0.0036	0.0
606_Teno_4425_2002	-0.0107	-0.0124	-0.0001	-0.0175	-0.0038	0.0035	0.007	0.0014	-0.0018	0.0002
607_Teno_4432_2002	-0.0098	-0.011	-0.0062	-0.0123	-0.0017	-0.0031	0.002	-0.0015	-0.0013	0.0002
608_Teno_4443_2002	-0.0137	-0.0148	-0.0053	-0.0355	0.001	-0.0085	0.004	0.0053	-0.0209	-0.0044
609_Teno_4444_2002	-0.0134	-0.0102	-0.0108	-0.0262	-0.014	-0.006	0.0031	-0.0008	0.012	-0.0044
610_Teno_4451_2002	-0.0127	-0.0151	0.0011	-0.0182	0.0072	-0.0197	-0.0067	0.009	-0.0154	-0.0006
611_Teno_4453_2002	-0.0156	-0.0127	-0.005	-0.0084	0.0072	-0.0036	0.0091	0.0062	-0.0007	0.0004
612_Teno_4461_2002	-0.0141	-0.0101	-0.0131	-0.0291	-0.0069	0.0004	-0.0008	-0.0016	-0.0003	-0.0012
613_Teno_4468_2002	-0.0141	-0.0077	-0.0024	-0.009	0.0164	0.006	-0.0158	0.0055	-0.0097	-0.0018
614_Teno_4475_2002	-0.0112	-0.0139	0.0024	-0.0319	-0.0109	0.0031	-0.0053	-0.012	-0.0051	-0.0023
615_Teno_4477_2002	-0.0144	-0.0126	-0.0062	0.0154	0.0061	-0.0079	0.0031	-0.0033	0.0006	0.0007
616_Teno_4478_2002	-0.0138	-0.008	0.0033	-0.0405	-0.005	-0.0084	0.0103	0.0192	0.0001	-0.0035
617_Teno_4479_2002	-0.0035	-0.0208	-0.0033	-0.0354	0.0167	0.0102	-0.0009	-0.0015	-0.0034	0.0003
618_Teno_4485_2002	-0.0105	-0.0182	-0.003	0.0335	-0.0061	0.0012	-0.0166	-0.0022	-0.0002	0.0008
619_Teno_4532_2002	-0.0069	-0.0119	-0.0082	0.012	0.0109	-0.0182	0.0038	0.0134	0.0002	0.002
